"@_fa","prism:url","dc:identifier","eid","dc:title","dc:creator","prism:publicationName","prism:eIssn","prism:volume","prism:issueIdentifier","prism:coverDate","prism:coverDisplayDate","prism:doi","dc:description","citedby-count","pubmed-id","prism:aggregationType","subtype","subtypeDescription","author-count.@limit","author-count.@total","author-count.$","article-number","source-id","fund-acr","fund-no","fund-sponsor","openaccess","openaccessFlag","freetoread.value.$","freetoreadLabel.value.$","entry_number","authkeywords","prism:issn","pii","prism:pageRange"
"true","https://api.elsevier.com/content/abstract/scopus_id/85178445615","SCOPUS_ID:85178445615","2-s2.0-85178445615","A Satellite Imagery Dataset for Long-Term Sustainable Development in United States Cities","Xi Y.","Scientific Data","20524463","10","1","2023-12-01","December 2023","10.1038/s41597-023-02576-3","Cities play an important role in achieving sustainable development goals (SDGs) to promote economic growth and meet social needs. Especially satellite imagery is a potential data source for studying sustainable urban development. However, a comprehensive dataset in the United States (U.S.) covering multiple cities, multiple years, multiple scales, and multiple indicators for SDG monitoring is lacking. To support the research on SDGs in U.S. cities, we develop a satellite imagery dataset using deep learning models for five SDGs containing 25 sustainable development indicators. The proposed dataset covers the 100 most populated U.S. cities and corresponding Census Block Groups from 2014 to 2023. Specifically, we collect satellite imagery and identify objects with state-of-the-art object detection and semantic segmentation models to observe cities’ bird’s-eye view. We further gather population, nighttime light, survey, and built environment data to depict SDGs regarding poverty, health, education, inequality, and living environment. We anticipate the dataset to help urban policymakers and researchers to advance SDGs-related studies, especially applying satellite imagery to monitor long-term and multi-scale SDGs in cities.","1","38049491","Journal","dp","Data Paper","100","8","8","866","21100451321","HY","DOTA v2","Helsingin Yliopisto","1","TRUE","all","All Open Access","152",NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85178327274","SCOPUS_ID:85178327274","2-s2.0-85178327274","Supporting healthy community decision-making in municipalities: A synthesis of evidence-informed resources from across Canada","Kim M.O.","Wellbeing, Space and Society","26665581","5",NA,"2023-12-01","December 2023","10.1016/j.wss.2023.100180","Healthy communities encompass diverse intersecting factors that critically influence people's health. This analytic document review of Canadian toolkits sought to understand what evidence-informed resources and recommendations are currently available to support the creation and development of healthy communities. Nineteen documents published between 2006 and 2020 met the inclusion criteria and were reviewed. Attention was paid to key factors identified within the documents in addition to the key audiences, guidelines, and recommendations. Through latent content analysis, eight key healthy community factor themes were identified: transportation, economic development, housing, neighbourhood design, food environment, natural environment, social environment, and child- and age-friendliness. Themes identified were not mutually exclusive. Results identified important synergies and co-benefits - as well as trade-offs - across themes. While not directly stated within documents, our findings underscore the importance of multi-sectoral actions that contribute to the wellbeing, sustainability, and economic resiliency in our neighbourhoods and broader communities. Collaborative efforts are both directly and indirectly promoted through the interconnectedness of the key healthy community factors identified in this review. Systems-level solutions are needed to address the complex issues that underpin health disparities that exist within and across communities. Comprehensive, evidence-informed toolkits are needed to address key societal issues within their recommendations.","0",NA,"Journal","re","Review","100","4","4","100180","21101079132",NA,"undefined",NA,"1","TRUE","all","All Open Access","153","‘Community development | ‘Community health’ | ‘Healthy communities’ | ‘Healthy neighbourhoods’ | ‘Sustainable communities’",NA,"S2666558123000532",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85177202145","SCOPUS_ID:85177202145","2-s2.0-85177202145","Rebel governance without territorial control: The experiences of the PKK in 1970s Turkey","O'Connor F.","Geoforum",NA,"147",NA,"2023-12-01","December 2023","10.1016/j.geoforum.2023.103904","Insurgent movements rely on popular support using varying strategies to build supportive constituencies, including forms of rebel governance. The rebel governance literature explicitly limits its scope to insurgent cases with territorial control, excluding all groups that did not obtain territorial control, areas of weaker insurgent presence and early phases of mobilisation. This article focuses on Kurdistan Workers Party's (PKK) use of rebel governance (1977–1980) through municipal politics prior to the launch of its insurgency. The article makes two important contributions: firstly, it demonstrates the need to broaden the scope of the rebel governance literature to include phases where insurgent movements do not control territory. Secondly, it critiques the linearity of retrospective readings of insurgent trajectories that downplay the role of interactions and contingency in early mobilizational phases. It is based on original data including primary source documents and qualitative interviews with people involved in the PKK's municipal politics between 1977 and 1980.","1",NA,"Journal","ar","Article","100","2","2","103904","28611","H2020","undefined","Horizon 2020 Framework Programme","1","TRUE","all","All Open Access","154","Civil war | Insurgency | Kurdistan | Municipal elections | PKK | Rebel governance | Repertoire of contention | Social movements | State repression | Turkey | Urban governance","00167185","S0016718523002300",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85176286459","SCOPUS_ID:85176286459","2-s2.0-85176286459","Gaps in urban planning: A systematic review of policy-making in the informality of urban space","Rafieian M.","Habitat International",NA,"142",NA,"2023-12-01","December 2023","10.1016/j.habitatint.2023.102962","The informality of urban spaces has emerged as a critical concern in urban planning across many countries. This paper examines the urban planning and management policies designed to regulate these informal, or ‘gray,’ spaces. Our survey of these guiding and controlling policies reveals a variety of approaches used worldwide. However, the lack of a systematic classification for these policies has led to ambiguity and confusion concerning their types, nature, context, and functions. To address this gap, this study analyzes these guiding and controlling policies for informal space development. Utilizing a systematic review method, we identify five categories of urban planning and governance policies: Moderator, Controller, Protection, Intensifying, and Restraining. Despite the adoption of these policies, informal spaces continue to face complex land and housing-related challenges from various angles. An effective and integrated policy framework is needed to address urban development trends and these challenges. Our approach advocates for institutional development, co-production, and urban entrepreneurship, presenting a vision for the future of these spaces. By emphasizing their generative potential, this perspective can enhance the role and performance of informal urban spaces, ultimately leading to socioeconomic development and improved environmental quality.","0",NA,"Journal","ar","Article","100","2","2","102962","13760",NA,"undefined","FURTHERMORE grants in publishing","0","FALSE",NA,NA,"155","Gray space | Informality | Policy making | Power | Urban planning","01973975","S0197397523002229",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85176214046","SCOPUS_ID:85176214046","2-s2.0-85176214046","Fight against indiscipline? The governance of street trader displacements in Oshodi Market, Lagos","Omoegun A.","Geoforum",NA,"147",NA,"2023-12-01","December 2023","10.1016/j.geoforum.2023.103889","This article examines the process of urban governance through the lens of street trader displacements, a common policy adopted by city authorities in Africa. Whilst some knowledge exists on how central-local government relations affect urban governance, the combined effect of the nature of sub-national governance and local political dynamics on the process of urban governance requires deeper consideration. Drawing on in-depth qualitative case study research in Lagos, Nigeria, this article analyses how urban governance processes produce street trader displacements. From the “war against indiscipline” (WAI) policy by the Nigerian government to the “kick against indiscipline” (KAI) taskforce set up by Lagos State Government to implement its zero-tolerance policy against informal economy workers, street traders in Lagos have continuously suffered under unfavourable government policies. This legacy led up to the large-scale street trader displacements around the popular Oshodi Market in Lagos in 2009. Based on an analysis of urban governance through the lens of the displacements in Oshodi, this paper reveals how the overwhelming influence of city authorities and state-society relationships combine to produce displacements, with existing market trader associations unable to contest street trader displacements due to their political co-option by city authorities. The paper furthers knowledge on how politics shapes urban development and highlights the need for a careful consideration of enduring complex underlying relationships for a grounded understanding of urban governance in the African context.","0",NA,"Journal","ar","Article","100","1","1","103889","28611",NA,"undefined",NA,"0","FALSE",NA,NA,"156","Displacements | Informal economy | Lagos | Nigeria | Street trade | Urban governance","00167185","S0016718523002154",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85175377448","SCOPUS_ID:85175377448","2-s2.0-85175377448","‘Human rights cities’ in Africa? Rights as resources for urban governance in the Global South","Pieterse M.","Journal of Law and Society","14676478","50","4","2023-12-01","December 2023","10.1111/jols.12449","This article considers the use of human rights law as a resource for urban governance by African cities, thereby supplementing the growing literature on ‘human rights cities’ that has thus far focused on the experiences of cities in the Global North. It considers the motivations for and impact of human rights city initiatives, before taking a closer look at reported instances of rights invocation in and by African cities and pointing to factors that explain the seemingly limited traction of human rights law for urban local governments on the continent. The article shows that incomplete and politically contested devolution arrangements across African constitutional systems have combined with pressures pertaining to the domestic enforceability of socio-economic rights to structure a somewhat cautious and fraught, but nevertheless promising, relationship between local governments in African cities and human rights law.","0",NA,"Journal","ar","Article","100","1","1",NA,"16241","NRF","undefined","National Research Foundation","1","TRUE",NA,NA,"157",NA,"0263323X",NA,"538-557"
"true","https://api.elsevier.com/content/abstract/scopus_id/85175051670","SCOPUS_ID:85175051670","2-s2.0-85175051670","State-market dynamics of central business district (CBD) development in Chinese cities – An anchor-firm perspective","Yang F.F.","Cities",NA,"143",NA,"2023-12-01","December 2023","10.1016/j.cities.2023.104622","Unlike their Western counterparts, central business districts (CBDs) built in post-reformed China are often situated in remote locations without pre-existing advantages. Neither market-centered nor state-centered mechanisms can sufficiently explain their emergence and growth. Using the lens of state–market dynamics and perspective of anchor firm, this study examines the spatiality and growth of two recently established CBDs in Guangzhou. Important processes are captured. (1) Empowered by soft-budget constraints, the local government can launch ambitious CBD projects in peripheral locations. (2) Owing to its relationship with state-owned enterprises and its capability in manipulating the land market, the local government has adopted an anchor-firm strategy to engender positive externalities that attract additional investments and industries. This strategy has played a crucial role in expediting the launch of a new CBD. (3) Although state initiatives are pivotal in initiating the growth of Chinese CBDs, their effectiveness is subject to the locational attributes of producer services, the central CBD activities. The findings highlight the intrinsic relationship between the state and the market, which is fundamental in theorizing the nature and dynamics of new urban space production in China.","0",NA,"Journal","ar","Article","100","5","5","104622","16956","NSFC","HKU-17603617","National Natural Science Foundation of China","0","FALSE",NA,NA,"158","Agglomeration economies | Anchor firms | Central business districts | Guangzhou | State–market relationship","02642751","S0264275123004341",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85174851266","SCOPUS_ID:85174851266","2-s2.0-85174851266","Solidarity mobilization and citizen participation effectiveness in urban area: The case of community recycling program","Yang F.","Cities",NA,"143",NA,"2023-12-01","December 2023","10.1016/j.cities.2023.104623","Mobilizing citizens in urban governance benefits both theory and practice. However, there are growing challenges to the mobilizing effects of incentives like material rewards and coercion. This study originally introduces solidarity mobilization as a disincentivized governance approach, aiming to assess its impact on enhancing citizen participation effectiveness in urban community recycling programs. Building upon previous social mobilization theory, a comprehensive solidarity mobilization framework is established. A novel measurement of participation effectiveness by using average progress rate is included in the analysis. Through multi-level regression by using the survey data collected from 1611 citizens across 40 communities in eastern, central, and western China, the study reveals that increased exposure to face-to-face guidance, multi-sector monitoring engagement, information dissemination, and the involvement of social activists significantly enhances recycling participation effectiveness among citizens. These findings indicate the potential of fostering solidarity relations among citizens, without resorting to coercion or material incentives, in driving behavioral change aligned with policy objectives. Consequently, policymakers are encouraged to incorporate solidarity mobilization strategies and adapt urban policies to bolster coproduction effectiveness in different contexts.","0",NA,"Journal","ar","Article","100","3","3","104623","16956","NSFC","72204088","National Natural Science Foundation of China","0","FALSE",NA,NA,"159","Citizen participation effectiveness | Community recycling program | Solidarity mobilization | Urban governance","02642751","S0264275123004353",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85173665160","SCOPUS_ID:85173665160","2-s2.0-85173665160","An Assessment of Sustainability for Residential Skyscrapers in Accordance with a Multicriteria Decision-Making Method: Nine Dubai Case Studies","Maleki B.","Journal of Architectural Engineering","19435568","29","4","2023-12-01","1 December 2023","10.1061/JAEIED.AEENG-1559","Residential skyscrapers (RSs) are very relevant to all aspects of sustainable development as an integral component of urban development. The need for high-rise buildings was first identified in Chicago in the later part of the nineteenth century. Today, more and more skyscrapers are being built to accommodate occupants in the small available land plots in the world's megacities. In this paper, following the review of previous studies, a series of effective indicators are prioritized so that a model for the investigation of the sustainability performance in RSs that is related to the three aspects of sustainability is presented. The RSs should be designed to respond to different requirements during their life cycle, which includes environmental, social, and economic aspects of sustainable development in the initial design that results in a higher quality of life in the RSs. The method used in this paper is a multicriteria decision-making (MCDM) method for sustainability assessment and the integrated value model for sustainable assessment (MIVES). Nine RSs as case studies have been evaluated in Dubai, United Arab Emirates (UAE). Based on the multicriteria model used in this paper, the analyzed RSs in Dubai, UAE, have a sustainability performance in the range of 0.29 < SI < 0.62, where SI is the sustainability index. Practical Applications The objective of this paper is to evaluate the residential skyscraper's (RSs) sustainability based on the integrated value model for sustainable assessment (MIVES), which is a decision-making approach. For the literature review, no high-rise building design and construction studies cover all the pillars of sustainability. Therefore, nine case studies were chosen in Dubai, United Arab Emirates (UAE), and these were evaluated with the MIVES approach. The MIVES integrates three sustainability requirements (environmental, economic, and social), which use the concept of value functions and indicators based on the weight assignment. The formulas for the sustainability index (SI) were defined in this model. Each of these case studies has been quantitatively assessed, and the degree of sustainability of each tower was determined. All these data and results provided a framework and reference to establish a minimum SI that future RSs that are constructed in Dubai, UAE, should achieve. In addition, the evaluation of RSs might be reviewed from other dimensions of sustainability, for example, landscapes for the design of outdoor spaces.","1",NA,"Journal","ar","Article","100","4","4","04023038","91547",NA,"undefined",NA,"0","FALSE","all","All Open Access","160","Integrated value model for sustainable assessment | Life cycle | Quality of life | Residential skyscraper | Sustainability assessment","10760431",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85172197649","SCOPUS_ID:85172197649","2-s2.0-85172197649","Neoliberal urban development and the polarization of urban governance","Baffoe G.","Cities",NA,"143",NA,"2023-12-01","December 2023","10.1016/j.cities.2023.104570","This paper explores the impact of neoliberal urban planning on urban governance, using Dar es Salam as a case study. Drawing on planning literature and the concepts of ‘state-capitalist,’ ‘coercive monopoly,’ and ‘de jure collusion’, the paper examines how the desire to spur economic growth has undermined planning practice and city management. By combining literature, observations and interviews with practitioners and academics, the paper reveals that neoliberal planning promotes elite interests, over the needs of the poor, limiting their right to the city. Planning is reduced to a mere exercise of market facilitation, with little to no social impact. Lack of social resonance, the paper notes, suggests a misplaced priority and a parochial preoccupation among city authorities. To create equitable urban spaces and development, the paper argues for a shift toward inclusive planning approaches in the cities of the Global South.","0",NA,"Journal","ar","Article","100","1","1","104570","16956","KU","ES/P011020/1","Khulna University","1","TRUE","all","All Open Access","161","Governance | Neoliberalism | Planning | Urban development | Urbanization","02642751","S0264275123003827",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85171651594","SCOPUS_ID:85171651594","2-s2.0-85171651594","How does stakeholder loss aversion affect the promotion of green housing?","Li Q.","Economic Analysis and Policy",NA,"80",NA,"2023-12-01","December 2023","10.1016/j.eap.2023.09.015","Incorporating the principles of loss aversion psychology within the context of green housing stakeholders – the government, realtors, and residents – this study extends its purview into an evolutionary game model. This model takes into account the consequences of inaction in the absence of government oversight, the additional loss incurred by realtors due to the unmarketable development of green housing, and the psychological loss experienced by residents when their green housing acquisitions fall short of their expectations. To further enrich our analysis, three distinct scenarios are considered for the government: exclusive rewards without penalties, exclusive penalties without rewards, and a combination of both rewards and penalties. The simulation results show that: (1) The initial probability values assigned to the three parties do not significantly impact the long-term stable equilibrium. Interestingly, a higher initial probability value tends to steer all three parties towards selecting the stable equilibrium solution. (2) Within the context of the three reward–penalty​ scenarios, it becomes evident that an increase in the magnitude of government rewards and penalties inclines realtors towards a greater inclination to engage in green housing development. Nonetheless, a balanced approach appears to yield the most favorable results. (3) A sensitivity analysis reveals that a heightened aversion to loss within the government's decision-making process leads to a higher likelihood of regulatory intervention. Conversely, a diminished loss aversion mindset among realtors and residents correlates with an increased propensity for realtors to invest in green housing development, while residents are more inclined to purchase green housing. Finally, corresponding policy implications are given according to the conclusions.","0",NA,"Journal","ar","Article","100","10","10",NA,"5800191435","NSFC","22GLC018","National Natural Science Foundation of China","0","FALSE",NA,NA,"162","Evolutionary game | Green housing | Loss aversion | Reward and penalty","03135926","S0313592623002229","647-668"
"true","https://api.elsevier.com/content/abstract/scopus_id/85170856172","SCOPUS_ID:85170856172","2-s2.0-85170856172","Towards resilient neighbourhood governance: social tensions in Shanghai’s gated communities before and during the pandemic","He J.","Humanities and Social Sciences Communications","26629992","10","1","2023-12-01","December 2023","10.1057/s41599-023-02085-z","Great attention has recently been drawn to the discussion of the resilience of neighbourhood governance as part of the response to threats such as pandemics and climate change. This article conceptualises resilient neighbourhood governance by highlighting the importance of the historical development of collaborative governance in the response mechanism during crises. The social tensions in three typical gated communities in Shanghai before and during the pandemic were empirically investigated through an event system analysis, and the findings suggest that a counterbalance game is co-played by the stakeholders within the triangular state–market–society structure in neighbourhood governance. Whereas state power, represented by the street office and residential committee, held a dominant position in the monitoring of nonstate organisations and mitigated conflicts between society and the market, civic participation, which was less conspicuous in daily management, played a substantial role in maintaining basic order and the supply of life necessities during COVID-19. The market functioned by providing professional services and transmitting information between residents and local governmental agencies. This study helps policymakers, community managers, urban planners, and urban studies researchers to form a more thorough understanding of the resilience of neighbourhood governance in both everyday life and during crisis management.","0",NA,"Journal","ar","Article","100","3","3","568","21101018925","NSFC","42171214","National Natural Science Foundation of China","1","TRUE","all","All Open Access","163",NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85168258652","SCOPUS_ID:85168258652","2-s2.0-85168258652","Circularity-based decision-making framework for the integrated conservation of built heritage: the case of the Medina of Tunis","Tira Y.","Built Heritage","26626802","7","1","2023-12-01","December 2023","10.1186/s43238-023-00093-1","Several factors overlap in making urban heritage conservation vulnerable in terms of long-term sustainability. The purpose of this study is to offer insights into the dynamic role that heritage governance plays in the current sustainability debate. This purpose is achieved by investigating the shift from a ‘governing for culture’ approach to a ‘governing through culture’ approach in heritage conservation. Subsequently, a case is built for a circularity-based conservation strategy applicable to the governance of historic cities. Different indicators of the circular governance approach are considered, and useful data are collected in comparative form. The cross-matching relationship between the factors is then evaluated by employing the analytic hierarchy process (AHP) on the collected data. As a test case, the conservation strategy of the Medina of Tunis is presented. For a more general conservation model, case-specific data are acquired. Finally, the same framework is applied to compare the case-dependent and case-independent data to define an integrated conservation framework. The obtained results show that the knowledge and data exchange factor, carries the highest significance. This result translates into heritage-led urban regeneration through knowledge sharing and the effective redistribution of cultural activities in historic city centres.","1",NA,"Journal","ar","Article","100","2","2","16","21101038705",NA,"undefined",NA,"1","TRUE","all","All Open Access","164","Analytic hierarchy process (AHP) | Built heritage | Circular governance | Conservation model | Integrated conservation | The Medina of Tunis historic city","20963041",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85168153273","SCOPUS_ID:85168153273","2-s2.0-85168153273","Governance of Urban Infrastructure in India: Exploring the Approaches, Attributes, and Opportunities Towards Sustainability","De J.","Global Social Welfare","21968799","10","4","2023-12-01","December 2023","10.1007/s40609-023-00306-6","Of late, infrastructural issues have become the prime concern of urban governance in India. Urban Local Bodies (ULBs), which are constitutionally responsible for grass-root-level governance, do not have the sufficient financial independence to govern infrastructure comprehensively. Thus, a supply-demand anomaly is always evident. In the prevailing federal structure, the strategic framework of institutional devolution is incapable of satisfying the citizen’s demands. By applying inductive logic and identifying the attributes, roles, and responsibilities of urban infrastructure governance actors, this paper investigates the theoretical and normative trajectory. Accordingly, a wide range of literature was consulted and empirically evaluated in the existing framework of governance. Shedding some light on the global scenario of urban infrastructure governance, this study emphasises bridging the state, private, and individual gap. Though the central government is expected to set up the strategic framework, state and local governments will act on the field towards engineering an environment to promote pro-citizen governance towards sustainability.","0",NA,"Journal","ar","Article","100","1","1",NA,"21100902532",NA,"undefined",NA,"0","FALSE",NA,NA,"165","Citizen’s demands | Pro-citizen governance | Supply-demand anomaly | Urban infrastructure governance | Urban Local Body (ULB)",NA,NA,"383-398"
"true","https://api.elsevier.com/content/abstract/scopus_id/85166026751","SCOPUS_ID:85166026751","2-s2.0-85166026751","Framework for the application of ecosystem services based urban ecological carrying capacity assessment in the urban decision-making process","Nazer N.","Environmental Challenges","26670100","13",NA,"2023-12-01","December 2023","10.1016/j.envc.2023.100745","Urban Ecological Carrying Capacity (UECC) is widely studied as a comprehensive measure of urban ecology. Several tools, like an ecological footprint, comprehensive index system, system dynamic models, etc., are used to study UECC. In recent times, ecosystem services (ES) have been applied in analyzing carrying capacity to promote sustainable development. ES-based analysis helps study supply-demand mismatches, identify dependencies on natural systems, and understand trade-offs between strategic plans. The ES approach effectively scopes prioritized services, collects baseline data, makes choices between alternatives, and studies cumulative impacts. However, the lack of application-oriented frameworks hinders the mainstreaming of ES in urban planning. Therefore, the study proposes a framework for using ES-based UECC assessment in urban decision-making. It employs a two-stage methodology: first, a bibliometric analysis of UECC to identify knowledge gaps and trends, and second, the development of a framework for the application of ES based UECC in urban decision-making process based on the gaps identified from bibliometric analysis. The bibliometric results reveal that further research is needed to strengthen the link between ES and UECC. ES provides a comprehensive framework that includes cultural and social subsystems, enhancing the practicality and comprehensiveness of carrying capacity assessments. Based on the literature review Strategic Environmental Assessment (SEA) is identified as the tool that facilitates the entry of ES in the urban decision-making process. The main aim of the framework is to combine the ES cascade model, SEA, and carrying capacity to establish a comprehensive and practical approach to decision-making that promotes sustainable urban development. The proposed framework considers various aspects, including its environment, societal requirements, and resource constraints. The ES-based UECC concept can be extended to define limits to urban growth for ensuring the sustainable development of urban settlements.","0",NA,"Journal","ar","Article","100","3","3","100745","21101055470",NA,"undefined",NA,"1","TRUE","all","All Open Access","166","Bibliometric analysis | Carrying capacity | Content analysis | Strategic environmental assessment | Urban ecology",NA,"S2667010023000690",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85153937816","SCOPUS_ID:85153937816","2-s2.0-85153937816","Local Immigrant Councils as a Form of Participation and Governance: How Institutional Design and Agency Matter","Schiller M.","Journal of International Migration and Integration","18746365","24","4","2023-12-01","December 2023","10.1007/s12134-023-01038-4","Over the past decades, Western European municipalities increasingly reacted to the presence of immigrants with efforts to include these new residents in local policymaking. As part of this, many cities installed local immigrant councils, allowing newcomers to participate in the political sphere and to bring their needs and interests into the political process. Even though immigrant councils became strongly institutionalized in countries like Germany, their role has been described as ambiguous and their relationship with local authorities as unequal. Existing research has examined immigrant councils as a form of political participation and urban governance and investigated their institutional design and agency of involved actors. Yet, to date, we have little research that systematically links institutional structures and agency of immigrant councils with these bodies’ participation in local policymaking and their collaboration with municipal actors. Based on qualitative research on immigrant councils in two German cities, this article takes a fresh look at this form of immigrant political involvement in cities. It finetunes previous findings by showing that these bodies do not necessarily have to be tokenistic. Strengthening their political rights, countering forms of discrimination and side-lining of immigrant councils and bolstering the ownership of local officials and political leaders for these bodies are three strategies that can support these bodies’ political participation and their role in urban governance.","4",NA,"Journal","ar","Article","100","1","1",NA,"5600155054","MPIMMG","undefined","Max-Planck-Institut zur Erforschung Multireligiöser und Multiethnischer Gesellschaften","1","TRUE","all","All Open Access","167","Germany | Governance | Immigrant integration | Inclusion | Local immigrant councils | Political participation","14883473",NA,"1773-1794"
"true","https://api.elsevier.com/content/abstract/scopus_id/85150948323","SCOPUS_ID:85150948323","2-s2.0-85150948323","Public trust in the Chinese government and life satisfaction during the early stages of the COVID-19 pandemic","Cai Q.","International Review of Administrative Sciences","14617226","89","4","2023-12-01","December 2023","10.1177/00208523231161297","It is important to understand the public’s trust in the government’s ability to handle crisis events. Based on China Family Panel Studies data in 2018 and 2020, this paper explores the interaction between government trust and life satisfaction during the pandemic. It is found that with the increase in public trust in government officials, individual life satisfaction has been significantly improved. The main mechanism is that government trust enhances people’s confidence in the future and promotes the government’s investment in the livelihood fields. However, during the COVID-19 pandemic, individual life satisfaction suffered a negative impact. Individuals with high trust in the government before the pandemic had a small decrease in life satisfaction. At the same time, when faced with the pandemic, individuals were more willing to trust the government due to the desire to overcome common threats, which will alleviate the negative impact of the pandemic on individual life satisfaction. The research reported in this paper helps to explain the role of government in the crisis period from the perspective of public trust and provides useful information for the government to formulate and adjust policies to mitigate the impact of the crisis events. Points for practitioners: In China, trust in local governments is related to public satisfaction. People are more willing to increase trust in the government to overcome a common crisis, thus reducing the negative impact of the crisis on individual life satisfaction. Perhaps more important is to promote the public service motivation of government officials through government trust. Providing public services, increasing accountability and transparency in society, and increasing citizen engagement are all effective ways to foster institutional trust.","3",NA,"Journal","ar","Article","100","1","1",NA,"15807",NA,"undefined",NA,"0","FALSE",NA,NA,"168","Crisis event | life satisfaction | political trust | urban governance","00208523",NA,"1165-1185"
"true","https://api.elsevier.com/content/abstract/scopus_id/85149957576","SCOPUS_ID:85149957576","2-s2.0-85149957576","Power relations are central to shaping collaborative governance of the urban sharing economy","Cao J.","Humanities and Social Sciences Communications","26629992","10","1","2023-12-01","December 2023","10.1057/s41599-023-01600-6","Since its rise in the early 2000s, the sharing economy has expanded and developed rapidly worldwide. While the sharing economy can boost resource-use efficiency and encourage sustainable urban living, it also challenges urban governance. Recently, a collaborative governance (CG) approach involving public and private partnerships has been adopted in various global cities to address these governance dilemmas. However, the influence of stakeholder power relations on the CG of the sharing economy remains inadequately explored in the literature. This article argues that multi-actor collaboration can be enhanced by clarifying how power relations shape effective governance, actor engagement, shared motivation, and capacity for joint actions. This article draws on practical insights by discussing examples of the governance practices of urban bike-sharing programs to demonstrate how the nature of public-private power relations can result in specific (and quite different) forms of CG. This article will help CG researchers, policymakers, urban planners, and communities understand CG practices in the new era of shared cities and global cities.","2",NA,"Journal","ar","Article","100","4","4","85","21101018925",NA,"undefined",NA,"1","TRUE","all","All Open Access","169",NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85148102630","SCOPUS_ID:85148102630","2-s2.0-85148102630","Efficiency and optimization of government service resource allocation in a cloud computing environment","Guo Y.g.","Journal of Cloud Computing","2192113X","12","1","2023-12-01","December 2023","10.1186/s13677-023-00400-2","According to the connotation and structure of government service resources, data of government service resources in L city from 2019 to 2021 are used to calculate the efficiency of government service resource allocation in each county and region in different periods, particularly by adding the government cloud platform and cloud computing resources to the government service resource data and applying the data envelopment analysis (DEA) method, which has practical significance for the development and innovation of government services. On this basis, patterns and evolutionary trends of government service resource allocation efficiency in each region during the study period are analyzed and discussed. Results are as follows. i) Overall efficiency level in the allocation of government service resources in L city is not high, showing an increasing annual trend among the high and low staggering. ii) Relative difference of allocation efficiency of government service resources is a common phenomenon of regional development, the existence and evolution of which are the direct or indirect influence and reflection of various aspects, such as economic strength and reform effort. iii) Data analysis for the specific points indicates that increased input does not necessarily lead to increased efficiency, some indicators have insufficient input or redundant output. Therefore, optimization of the physical, human, and financial resource allocation methods; and the intelligent online processing of government services achieved by the adoption of government cloud platform and cloud computing resources are the current objective choices to realize maximum efficiency in the allocation of government service resources.","5",NA,"Journal","ar","Article","100","5","5","18","21100383744","NSFC","J2124019","National Natural Science Foundation of China","1","TRUE","all","All Open Access","170","Cloud computing resources | DEA model | Efficiency | Government service resources",NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85147837031","SCOPUS_ID:85147837031","2-s2.0-85147837031","‘Harnessing the power of the law’: a qualitative analysis of the legal determinants of health in English urban planning and recommendations for fairer and healthier decision-making","Montel L.","BMC Public Health","14712458","23","1","2023-12-01","December 2023","10.1186/s12889-023-15166-0","Background: Urban environments impact negatively on the risks of non-communicable diseases and perpetuate health inequalities. Against this, law could play a critical role, notably through implementing and securing visions of health and well-being, and evidence-based interventions. Methods: Seven teams conducted 123 interviews with 132 actors in urban planning in England. Teams had expertise in urban planning, transport, real estate, public health, public policy, administration, and management. An additional team with expertise in law analysed data from all interviews to explore how the law is perceived and used to promote health in urban planning. Results: Six issues were identified as preventing actors from using the law to improve health in urban planning: (i) density and complexity of the law; (ii) weak and outdated regulatory standards; (iii) absence of health from legal requirements in the decision-making process; (iv) inconsistent interpretations by actors with competing interests; (v) lack of strong health evidence-based local planning policies; and (vi) inertia of the law. Conclusions: The legal determinants of health listed in the Lancet-O’Neill Commission’s report need to be strengthened at the local level to effectively deploy law in English urban development. The findings call for strong, evidence-based local planning policies and decision-making frameworks, placing health as (one of the) core value(s) of urban planning and showing what types of development benefit health, i.e., prevent NCDs risks and reduce health inequalities on the long term. The legal capacity of local government should be strengthened to empower decision-makers in shaping urban development that promotes health for everyone.","3","36774508","Journal","ar","Article","100","1","1","310","19621","DEL, NI","undefined","Department for Employment and Learning, Northern Ireland","1","TRUE","all","All Open Access","171","Legal determinants of health | Local government | Structural determinants | Upstream determinants | Urban development | Urban health",NA,NA,NA
