"@_fa","prism:url","dc:identifier","eid","dc:title","dc:creator","prism:publicationName","prism:eIssn","prism:volume","prism:issueIdentifier","prism:coverDate","prism:coverDisplayDate","prism:doi","dc:description","citedby-count","prism:aggregationType","subtype","subtypeDescription","author-count.@limit","author-count.@total","author-count.$","article-number","source-id","fund-no","openaccess","openaccessFlag","freetoread.value.$","freetoreadLabel.value.$","entry_number","prism:pageRange","authkeywords","fund-sponsor","pubmed-id","fund-acr","prism:issn","pii"
"true","https://api.elsevier.com/content/abstract/scopus_id/85183090070","SCOPUS_ID:85183090070","2-s2.0-85183090070","The Emergence of Artificial Intelligence in Anticipatory Urban Governance: Multi-Scalar Evidence of China’s Transition to City Brains","Xu Y.","Journal of Urban Technology","14661853",NA,NA,"2024-01-01","2024","10.1080/10630732.2023.2292823","While smart city initiatives have characterized global urbanization from the 1990s to the 2020s, nowadays a novel artificial intelligence (AI) enabled approach to urban governance is rapidly emerging, thereby shaping the governance and planning of present and future cities. This urban phenomenon can be understood theoretically through the notion of anticipatory governance, and empirically through so-called City Brain systems. This is particularly evident in China where a wide range of urban AI solutions are being experimented at different scales which this paper seeks to illustrate. First, by building a database of AI-urban policy texts associated with Chinese cities, we capture and discuss the national network of discourses surrounding urban AI. Second, we draw on empirical research conducted in Beijing to examine an existing city brain project and explain its impact on urban governance. Our study reveals the multi-scalar policy landscape of urban AI transitions in China and sheds light on the extent to which emerging AI technologies such as city brains can proactively address urban problems, thus developing an understanding of anticipatory governance in the age of urban AI. We conclude the paper by reflecting on the complex corporate-state relations embedded in the co-production of city brains, their diffusion and impact beyond China.","1","Journal","ar","Article","100","5","5",NA,"13312","72104178","0","FALSE",NA,NA,"169",NA,"anticipatory governance | artificial intelligence (AI) | China | city brain | urban AI transition","National Natural Science Foundation of China",NA,"NSFC","10630732",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85183043766","SCOPUS_ID:85183043766","2-s2.0-85183043766","Russia's Security Perceptions and Arctic Governance","Borozna A.","Politics and Governance","21832463","12",NA,"2024-01-01","2024","10.17645/pag.7313","Russia’s war in Ukraine further strained Russia’s relations with the West and negatively influenced Arctic regional governance, especially after seven members of the Arctic Council paused cooperation with Russia. The rationale of the suspension was to express disapproval by seven Arctic states of Russia’s aggression in Ukraine. However, the suspension of cooperation with Russia within the Arctic Council format prompted some observers to question the relevance and utility of the institution. Russia never expressed its wish to leave the Council and continues to express its desire for multilateral cooperation in the region. This raises the question: Can Russia’s assertive stance in Ukraine coexist with peaceful cooperation in the Arctic? In order to answer this question, this article addresses the following questions: How does the geopolitical tension shape Russia’s approach to Arctic governance? And what is the role of military and economic security in Russia’s Arctic policy? The article uses a comparative method combined with discourse analysis to establish a change in Russia’s view on Arctic governance before and after the war in Ukraine.","1","Journal","ar","Article","100","1","1","7313","21100427853","undefined","1","TRUE","all","All Open Access","170",NA,"Arctic Council | Arctic governance | economic security | militarization | military security | Northern Sea Route | Russia | security | threat perception",NA,NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85183040047","SCOPUS_ID:85183040047","2-s2.0-85183040047","Costly Signaling and China's Strategic Engagement in Arctic Regional Governance","Wang Y.","Politics and Governance","21832463","12",NA,"2024-01-01","2024","10.17645/pag.7222","In recent years, China has become an increasingly important actor in Arctic regional governance. While Beijing consistently frames its engagement in the region as a strategy of mutually‐beneficial cooperation, some Arctic countries have raised significant concerns about its growing economic presence, warning that China may leverage its geopolitical influence to change the existing norms and rules in the polar region. Facing the mounting “China threat” skepticism, what are Beijing’s coping strategies to belie concerns? Based on a review of the existing research and government documents, particularly Chinese‐language scholarly works and official reports, this article specifically identifies two types of costly signaling approaches employed by China to reduce Arctic countries’ distrust. First, China has started to curtail its Arctic investment in oil, gas, and mining while engaging more in sectors that chime well with Western societies’ global environmental values, including clean and renewable energy, ecological research that addresses further climatic change associated with global warming, and other environmentally sustainable industries. Second, Beijing has increasingly involved in regional international organizations, such as the Arctic Council, to signal its willingness to exercise state power under institutional constraints. These approaches aim to send a series of costly signals to conventional Arctic states, reassuring them that China is not a revisionist power that pursues hegemony in the region. Taken together, our findings have both scholarly and policymaking implications to understand China’s participation in Arctic regional governance.","1","Journal","ar","Article","100","2","2","7222","21100427853","undefined","1","TRUE","all","All Open Access","171",NA,"Arctic governance | Chinese diplomacy | costly signaling | global environmental values | sustainable development",NA,NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85183021351","SCOPUS_ID:85183021351","2-s2.0-85183021351","Exploring resource-wise stakeholder engagements for low-income housing development in urban Punjab, Pakistan","Malik S.","Journal of Urban Management","25890360",NA,NA,"2024-01-01","2024","10.1016/j.jum.2024.01.002","The main phases of any housing project are planning, design, execution, regulation, and use. All the stakeholders involved in each phase can impact the project's status and progress. The study has explored the dynamics of acquiring five fundamental housing resources, i.e., physical, financial, construction capital, intellectual, and policy. The paper responds to the lack of research on resource acquisition and the patterns of stakeholder engagements, particularly in South Asian countries. The study provides the stakeholder model in the case of Pakistan as an interesting study of relationships between resource-acquiring patterns and engagement mechanisms that can be applied to other geographical contributions. Drawing on qualitative analysis from in-depth interviews with prime stakeholders, this paper concludes by highlighting policy resources as the focal point of resource-wise stakeholder engagement in low-income housing development. This paper highlights the complexities associated with amalgamated engagements with limited transparency on the patterns of resource acquisition for better navigating the provision of low-income housing in developing countries urbanizing at alarming rates.","0","Journal","ar","Article","100","1","1",NA,"21100907127","undefined","1","TRUE","all","All Open Access","172",NA,"Architecture | Construction capital | Finance | Housing | Land | Low-income | Pakistan | Policy | Punjab | Resources | Stakeholder engagements",NA,NA,NA,"22265856","S2226585624000025"
"true","https://api.elsevier.com/content/abstract/scopus_id/85182994952","SCOPUS_ID:85182994952","2-s2.0-85182994952","Governing Arctic Seals: A Longitudinal Analysis of News and Policy Discourse","Gehrke C.","Politics and Governance","21832463","12",NA,"2024-01-01","2024","10.17645/pag.7304","Arctic states, regional and local authorities, NGOs, and Indigenous communities have debated how Arctic seals should be governed for more than a century. This governance discourse covers a wide array of issues, from seal hunting and the sale of animal products to the impacts of pollution and climate change. This article examines the frames used by political entities to discuss the regional governance of Arctic seals in the North American Arctic from 1900–2020, a period defined by landmark agreements on seals. Informed by framing and agenda‐setting theory, the article employs textual analysis of policy documents and newspaper articles. These serve as a source of information and space for policy advocacy and debate to study political entities’ discourse regarding the issues and policies that shape Arctic seal governance. The analysis focuses on English‐language texts from regional and local newspapers and international newspapers of record. The article identifies four dominant frames, namely perceived threats to (a) economic revenue, (b) animal welfare, (c) Indigenous ways of life, and (d) threats emanating from the involvement of NGOs in Arctic regional governance. Each of these frames is associated with one or multiple political entities involved in the regional governance of seals. The article demonstrates how the dominance of these entities and the frames they employ varies over time and corresponds to several anthropogenic threats to seals, including commercial hunting, pollution, and climate change. The article concludes that tensions between local and regional entities and international and non‐Arctic entities are reflective of broader Arctic regional governance dynamics.","1","Journal","ar","Article","100","1","1","7304","21100427853","undefined","1","TRUE","all","All Open Access","173",NA,"agenda‐setting | Arctic governance | conservation | environmental policy | hunting | journalism | marine mammals | seals",NA,NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85182648170","SCOPUS_ID:85182648170","2-s2.0-85182648170","TERRITORIAL DEVELOPMENT: REFLECTION OF RURAL COOPERATIVISM IN THE SOUTHEAST OF THE STATE OF TOCANTINS","Neves Bigeli B.C.M.","Revista de Gestao Social e Ambiental","1981982X","18","3","2024-01-01","2024","10.24857/rgsa.v18n3-022","Objective: Research and identify territorial development policies in the southeast of the State of Tocantins and identify the potential of cooperatives belonging to the territory of the southeast of the State of Tocantins, aiming at social economic progress, development, and regional sustainability. Theoretical benchmark: Regional development ends up becoming a topic that provokes many debates, as social evolution, dissatisfaction, and non-conformity in the new society cause them to group together to train skills and abilities, with local, municipal, and federal governments as partners. and states for the development process. Method: The deductive method was adopted, based on theoretical and bibliographical study applied to existing research databases. Results and conclusion: It was observed that cooperativism promotes education, democratizes access to credit, and seeks to develop the community in which it operates. This demonstrates that cooperativism has the necessary tools for a broad social inclusion project in southeast Tocantins. Implications of the research: The research offers new scientific contributions to the theme of cooperativism, offering theoretical bases for interventions and public policies that impact this economic activity in a Brazilian state with strong economic and social growth trends. Originality/value: Discussions regarding social transformations in recent decades, related to the globalization of the economy, technology, and its accessibility, have directly reflected in social life and consequently in work relations, thus the increase in regions relegated to oblivion, thus requiring, understanding the meaning of the territorial approach to rural development.","0","Journal","ar","Article","100","6","6","e04398","21100268407","undefined","1","TRUE","all","All Open Access","175",NA,"Planning | Regional Development | Rural Cooperatives | Southeast Tocantinense | Territory | Tocantins",NA,NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85182460717","SCOPUS_ID:85182460717","2-s2.0-85182460717","Are well-designed places possible? A model of design governance intervention in the planning, design and development of new neighbourhoods","White J.T.","Journal of Urban Design","14699664",NA,NA,"2024-01-01","2024","10.1080/13574809.2023.2296885","UK planning policies clearly state that well-designed places support the creation of sustainable places that generate positive economic, environment and social outcomes. Yet, for decades, the design value of ‘new build’ housing development has remained stubbornly low. Using data from a multiple case study of new housing developments across the UK’s four nations, this paper asks why this persists and explores how it might be overcome. It models nine key stages in the planning, design and development process for new housing illustrating where the ‘critical points of design governance intervention’ lie.","0","Journal","ar","Article","100","6","6",NA,"13953","undefined","1","TRUE","all","All Open Access","176",NA,"design governance | design value | Housing development | planning policy | sustainability",NA,NA,NA,"13574809",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85182185003","SCOPUS_ID:85182185003","2-s2.0-85182185003","City Governance, Participatory Democracy, and Cultural Heritage in Barcelona, 1986–2022","Colomer L.","Historic Environment: Policy and Practice","17567505","15","1","2024-01-01","2024","10.1080/17567505.2023.2298546","Citizen participation in Barcelona has undergone a gradual process of institutionalisation that has accelerated over the last ten years. Today, participatory governance in areas such as urban planning and the management of social spaces is a hallmark of the city. However, citizen participation is only now beginning to occur in cultural heritage and comes with certain limitations. Through three diachronic case studies, this article explores the architecture of participation in Barcelona and its contribution to cultural heritage management. It analyses the role of cultural heritage as an actor in participatory processes and explores the degree of citizen participation in cultural heritage management. Our findings reveal that there is no participation in heritage itself, but there is participation in issues in relation to cultural heritage. This leads us to reflect on the lack of a true participatory turn in cultural heritage management.","0","Journal","ar","Article","100","2","2",NA,"21100375835","undefined","1","TRUE","all","All Open Access","177","81-100","cultural heritage management | historical buildings conservation | new municipalism | Participation | urban archaeology | urban commons",NA,NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85182177984","SCOPUS_ID:85182177984","2-s2.0-85182177984","The impact of Chinese government’s attention on inclusive green development: evidence from 253 cities in China","Dong B.","Environment, Development and Sustainability","15732975",NA,NA,"2024-01-01","2024","10.1007/s10668-023-04361-z","China, as the largest developing country, is facing a severe challenge in achieving inclusive and green transformation. However, current studies fail to explain the reasons and necessity of incorporating “inclusiveness” into green development reasonably, and the perspective of research on inclusive green development of cities is relatively simplistic. Therefore, we explain the meaning of “inclusiveness” from a theoretical perspective based on the generalized Bonferroni curve and proposed a novel approach to measure inclusive green development in Chinese cities by combining the SBM-GML model and the resource and environment Gini coefficient. Then, we measure the government’s attention by extracting relevant word frequency from government reports and expand the research perspective to explore the impact of government’s attention on inclusive green development, as well as the mediating mechanisms therein. The study finds that the government’s attention can significantly boost inclusive green development, with eco-environment attention, urban governance attention, and green development attention promoting inclusive green development by 1.01, 0.57, and 0.19%, respectively. It also has heterogeneous effects on regions, economic scales, and city types. These results have passed the robustness and endogeneity tests. Finally, industrial structure upgrading and green technology innovation play a significant mediating role in the impact of the government’s attention on promoting inclusive green development. These conclusions provide empirical evidence for the government to formulate work plans in future.","0","Journal","ar","Article","100","2","2",NA,"20902","23SFG-11","0","FALSE",NA,NA,"178",NA,"China | Government’s attention | Green technology innovation | inclusive green development | Industrial structure upgrading","National Office for Philosophy and Social Sciences",NA,"NPOPSS","1387585X",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85181950932","SCOPUS_ID:85181950932","2-s2.0-85181950932","Net-Zero Energy Campuses in India: Blending Education and Governance for Sustainable and Just Transition","Kalluri B.","Sustainability (Switzerland)","20711050","16","1","2024-01-01","January 2024","10.3390/su16010087","This study addresses the urgent need for comprehensive climate education amid a climate emergency. Human (energy) behaviors are developed from childhood and early adulthood. This study hypothesizes that transcending a nation’s net-zero energy ambition can be accomplished through experiential education. An Urban Governance Lab plus nEt-Zero Energy league model is introduced. Various behavioral interventions are designed based on the principles of serious games. Discussions provide rich narratives on how a nation with so many diverse communities can forge a rapid net-zero transition. The blended multi-disciplinary STEM education can drive energy citizenship in campus-like communities. A scenarios-based analysis demonstrating the potential of the proposed model in shaping energy behavior in young citizens leading to net zero is presented. The results from the scenario analysis present optimistic evidence underlining how campus-like communities driven by bottom-up initiatives can realize net-zero ambition beyond hope.","0","Journal","ar","Article","100","4","4","87","21100240100","undefined","1","TRUE","all","All Open Access","179",NA,"behavioral interventions | climate education | league model | net-zero transition | sustainability",NA,NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85181931008","SCOPUS_ID:85181931008","2-s2.0-85181931008","PROMOTION OF THE BAHIA PRODUCTIVE PROJECT FOR THE COFFEE PRODUCTION CHAIN IN THE STATE OF BAHIA, BRAZIL: AN ANALYSIS OF PUBLIC POLICIES AND GEOGRAPHICAL INDICATION","Silva D.T.","Revista de Gestao Social e Ambiental","1981982X","18","3","2024-01-01","2024","10.24857/rgsa.v18n3-006","Objective: To analyze the Bahia Productive Project, based on the subproject focused on the coffee production chain, as a public policy for Sustainable Rural Development and Geographical Indications (GIs) in the State of Bahia, Brazil, based on territorial planning. Method: The research is a case study with an exploratory character, a qualitative approach, with data collection through bibliographical and documentary surveys and the institutional website of the Regional Development and Action Company (CAR). For the analysis of the information a Content Analysis was used. Results and conclusion: It is observed that the project manifested itself as an alternative for the coffee production chain in the state to be strengthened, encouraging producers to improve the quality of their product so that they can meet market requirements and conquer new markets. Research implications: Public policies are necessary to help productive chains of products that have differentiation in their production as an incentive to promote the registration of GIs, since the contribution they can bring to territorial development is expected mainly in the economic sphere. Originality/value: The combination of specific elements from the Bahian context, such as the emphasis on coffee production in the state and the approach to GIs as an important factor for territorial development. Furthermore, the analysis of the Bahia Productive Project as a public policy to strengthen the coffee production chain in the region and encourage the improvement of product quality is an original element.","0","Journal","ar","Article","100","4","4","e04174","21100268407","undefined","1","TRUE","all","All Open Access","180",NA,"Bahia Productive Project | Coffee Growing | Sustainable Rural Development | Territorial Development","Fundação de Amparo à Pesquisa do Estado da Bahia",NA,"FAPESB",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85181230631","SCOPUS_ID:85181230631","2-s2.0-85181230631","Devolution and local government: 25 years beyond the Belfast (Good Friday) Agreement","Carmichael P.","Regional and Federal Studies","17439434",NA,NA,"2024-01-01","2024","10.1080/13597566.2023.2300136","In the 25 years since the Belfast (Good Friday) Agreement, there has been an extensive focus on the devolved institutions in Northern Ireland. However, less attention has been paid to the subsequent overhaul of the wider system of public administration in the province, in particular local government. In 2015, a reformed local government system was introduced in Northern Ireland (NI), supposedly heralding a period of ‘super councils’. Using a framework developed by Kuhlmann and Wollmann (2019 [Introduction to Comparative Public Administration. 2nd ed. Cheltenham: Edward Elgar]) for the comparative study of public administration, specifically local government, the article evaluates the significance of the reforms in Northern Ireland and the possible further enhancement of local authority powers, particular during the continued disruption in, or absence of, devolved institutions. In highlighting what continues to be a fundamental imbalance in regional governance within Northern Ireland, the article concludes that the system remains characterized by marginalized local government, with a consequential impact on the quality of public services and associated outcomes.","0","Journal","ar","Article","100","2","2",NA,"27574","undefined","0","FALSE",NA,NA,"181",NA,"centralization | devolution | Local government | Northern Ireland | performance evaluation‌",NA,NA,NA,"13597566",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85181222049","SCOPUS_ID:85181222049","2-s2.0-85181222049","Urban state venturism: On state-led venture capital investments in the urban process of capital accumulation","Su X.","Dialogues in Human Geography","20438214",NA,NA,"2024-01-01","2024","10.1177/20438206231220724","Research on the urban process of capital accumulation has typically examined the state and capital as separate actors. This distinction is problematized by a long-standing, increasingly prominent but largely overlooked attempt by state institutions to drive urban development through venture capital (VC) investments. Conceptualized as urban state venturism in this paper, state-driven VC investments reflect at once a riskier extension of urban entrepreneurialism (through their speculative construction of place) and a transposition of state institutions into firm-level drivers of capitalist urbanization (through their roles as profit-oriented investors). To advance research on the urban process of capital accumulation through examining these imbricated state roles, this paper presents a new research agenda that comprises three dimensions, namely (i) the rationale of urban state venturism, (ii) the distribution of profits and risks, and (iii) the extent to which urban state venturism reflects state institutions’ intrinsic commitment to a ‘developmentalist’ ideology. In turn, the agenda foregrounds the value of assessing ‘new’ state capitalism through urban state venturism.","0","Journal","ar","Article","100","2","2",NA,"21100465422","42071182","1","TRUE","all","All Open Access","182",NA,"Reproduction of capital | state developmentalism | urban entrepreneurialism | urban state venturism | urbanization of capital | venture capital","National Natural Science Foundation of China",NA,"NSFC","20438206",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85181098153","SCOPUS_ID:85181098153","2-s2.0-85181098153","Spatial-temporal traffic data imputation based on dynamic multi-level generative adversarial networks for urban governance","Zhang B.","Applied Soft Computing",NA,"151",NA,"2024-01-01","January 2024","10.1016/j.asoc.2023.111128","Complete and accurate traffic data lays an essential foundation for urban governance and intelligent transportation system. Data missing is an inevitable issue in road network analysis with the expansion of urban roads and increasing application of data monitors. Data imputation is regarded as a cost-effective approach for solving data missing problem. However, the spatial-temporal features of massive traffic data have not been comprehensively considered in the previous related studies, and non-uniform distribution of missing data often causes poor results. Therefore, we propose a dynamic multi-level generative adversarial networks (MLGAN) model for the imputation of large-scale spatial-temporal traffic data. The model first captures the spatial-temporal features of traffic data through composite features extractor based on the bidirectional gated recurrent unit (BGRU) and the graph convolutional network (GCN) structure. Then, different sampler structures with varied missing rate are adopted to analyze the feature data and present the reconstruction results. Enhanced by the dynamic stratification strategy, the model is less sensitive to the variation of missing rates. Finally, data imputation experiments are conducted to validate the proposed approach using the data collected from the PeMS dataset. The results show that the proposed model has superior data imputation performance on large-scale dataset compared with the traditional models.","0","Journal","ar","Article","100","3","3","111128","18136","71971139","0","FALSE",NA,NA,"183",NA,"Deep learning | Dynamic multi-level generator | Generative adversarial networks | Traffic data imputation | Urban governance","National Natural Science Foundation of China",NA,"NSFC","15684946","S1568494623011468"
"true","https://api.elsevier.com/content/abstract/scopus_id/85179892143","SCOPUS_ID:85179892143","2-s2.0-85179892143","Ranking the optimal combination of low-impact urban development systems under climate change with the TODIM multi-criteria decision-making method","Ashofteh P.S.","Journal of Cleaner Production",NA,"434",NA,"2024-01-01","1 January 2024","10.1016/j.jclepro.2023.140108","One of the strategies to manage and reduce the problems caused by floods is to use different Low-Impact Development (LID) systems. Due to the existence of different types of LID systems, it is difficult to choose the best combination of them. The purpose of this research is to rank different LID systems and choose the best combination or arrangement of them under climate change using TODIM multi-criteria decision making method, which has not been done so far, in the northernmost of Tehran city (Iran), which also includes part of Tehran municipality districts 1 and 3 and it is adjacent to Tehran municipality district 6. Previously by the authors, surface runoff in the near future (2030–2047) and far future (2048–2065) under three scenarios of Representative Concentration Pathway (RCP2.6), (RCP4.5), and (RCP8.5) with the Storm Water Management Model (SWMM) was simulated (Dougaheh et al., 2023). Next the LID systems, including Vegetative Swale, bio-retention cell, infiltration trench and permeable pavement, are optimized with Multi-Objective Harris Hawks Optimization (MOHHO) algorithm. Then, using the Pareto Fronts obtained from the optimization algorithm, seven combinations of different LID systems were extracted as final alternatives. Then, the objective functions of the optimization algorithm, including the minimization of the volume of outflow runoff of the basin and the minimization of the cost of construction and maintenance of LID, are determined as problem criteria and weighted by the Entropy-Shannon method. The results show that the volume of urban runoff with the use of LID systems, in all future time periods under RCP2.6, RCP4.5, and RCP8.5 scenarios, will decrease by an average of 54% compared to the baseline time period, and the maximum percentage of volume reduction of the flood is related to the baseline period. In the future research, taking into account the qualitative parameters, the performance of the urban runoff collection system can be evaluated qualitatively in addition to quantitatively.","2","Journal","ar","Article","100","2","2","140108","19167","undefined","0","FALSE",NA,NA,"185",NA,"Climate change | Entropy-Shannon weighting method | Low-impact development strategies | MOHHO optimization algorithm | TODIM multi-criteria decision making method | Urban runoff management",NA,NA,NA,"09596526","S095965262304266X"
"true","https://api.elsevier.com/content/abstract/scopus_id/85178381615","SCOPUS_ID:85178381615","2-s2.0-85178381615","Research on the air pollution reduction effect of winter clean heating policy","Han D.","Urban Climate",NA,"53",NA,"2024-01-01","January 2024","10.1016/j.uclim.2023.101760","The international community is confronted with an urgent need to resolve the global climate crisis, which has emerged as a critical issue. China, in its capacity as a responsible major country, has proposed the “3060” goal and actively advocated for air pollution control. In northern China, a substantial quantity of coal is burned for heating in winter, leading to frequent air pollution, and seriously affecting people's health and quality of life. Clean heating is an important national livelihood strategy related to residents' heating and an essential manifestation of advancing ecological civilization construction. Based on panel data from 126 heating cities in the northern region from 2013 to 2020, this paper adopts the Difference-In-Difference (DID) model to investigate the effect and mechanism of the Winter Clean Heating Plan for Northern China on air pollution reduction. According to the research results, the policy has an abatement effect on northern region's air pollution emissions. The amount of air pollutant emissions has decreased by 17.3% since the policy's implementation. This policy has long-term effectiveness, which can become an effective measure for promoting air pollution reduction in the northern region. Secondly, economic factors, such as fiscal expenditure, and urban development factors, such as car ownership will have a driving effect on reducing air pollution, indicating that air pollution control is a systematic project that requires coordinated measures from all aspects. Thirdly, heterogeneity analysis indicates that the policy exerts a more substantial positive influence on air pollution control in Northwest China's cities and non-provincial capital cities. This indicates that cities should focus on implementing precise heating policies and not be “one size fits”. Finally, based on the theory of whole-process governance, this paper explores the indirect influence mechanism of the impact of the policy on air pollution reduction. By promoting energy structure transformation and promoting technological innovation, policy can indirectly improve the effectiveness of air pollution reduction. As an effective environmental regulation method, the policy can significantly reduce air pollution emissions in northern China, which is of great significance for the Chinese-style green modernization construction in this region.","0","Journal","ar","Article","100","3","3","101760","21100220478","23CGL041","1","TRUE","all","All Open Access","186",NA,"Abatement effects | Air pollution | Difference-in-difference model | Winter clean heating policy","National Office for Philosophy and Social Sciences",NA,"NPOPSS","22120955","S2212095523003541"
"true","https://api.elsevier.com/content/abstract/scopus_id/85177653644","SCOPUS_ID:85177653644","2-s2.0-85177653644","Building internal reputation in stigmatised neighbourhoods: the use of remote participatory photo mapping","Casarin G.","Visual Studies","14725878","39","1-2","2024-01-01","2024","10.1080/1472586X.2023.2282578","The fight against negative neighbourhood effects has been led by urban regeneration policies aimed at mixing by ethnicity, income, tenure as well as demolition and poverty deconcentration – all of which sought to create mixed communities with improved reputations. This paper is based on the methodology applied in my PhD research and outlines how Participatory Photo Mapping (PPM) can evaluate impact and explore internal neighbourhood reputations providing both temporality and depth to the perception of urban spaces affected by change. PPM has involved residents of two European disadvantaged neighbourhoods (New Deal for Communities area, Bristol; Ponte Lambro, Milan) in the active and collaborative construction of their own narratives on the area and its developments and interventions. While also referring to the empirical findings, this paper focuses on the design and delivery of PPM and covers the challenges and the opportunities of the research method, conducted in times of Covid-19 pandemic lockdowns and social distancing. Despite the remote but innovative setting (Google My Maps) and data collection (online focus groups and 1–1 interviews), PPM confirms being an empowering tool to ‘re-create’ place images from within and give voice to urban areas where territorial stigma tends to prevail.","0","Journal","ar","Article","100","1","1",NA,"5900152783","undefined","1","TRUE","all","All Open Access","187","164-183",NA,"Royal Geographical Society",NA,"RGS","1472586X",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85177170432","SCOPUS_ID:85177170432","2-s2.0-85177170432","Geographies of Opportunity for Youth Across the Contiguous United States","Hatch E.","Professional Geographer","14679272","76","2","2024-01-01","2024","10.1080/00330124.2023.2261516","Opportunity youths (OY) are youths between 16 and 24 years of age who are neither in school nor working. Research suggests that youth disconnection can have negative consequences on youths’ well-being, their communities, and the economy at large. The existing literature however neglects the underlying socio-demographic and economic factors that systematically contribute to the cause of youth disconnection in the United States. This study aims to explore the characteristics associated with youth disconnection and their spatially varying effects in different regions across the contiguous United States. Using data from the 2015 to 2019 5-year American Community Survey Public Use Microdata Sample, results suggest that areas with higher percentages of OY are located in the Sunbelt region (e.g., southern California, Arizona, New Mexico, Texas, Louisiana, Alabama, and Georgia). Moreover, a multiscale geographically weighted regression (MGWR) analysis illustrated spatially varying relationships with disconnection, demonstrating that factors have unique effects across different geographic areas. The potential impact of intersectionality for OY by race and ethnicity, ability, nationality, language, income, and parenting status is discussed. These results highlight the influence of local contexts in creating and reinforcing youth disconnection as well as informing responses to local support services for OY.","0","Journal","ar","Article","100","6","6",NA,"12440","undefined","0","FALSE",NA,NA,"188","207-230","multiscale geographically weighted regression | opportunity youth | structural inequity | youth disconnection",NA,NA,NA,"00330124",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85175578031","SCOPUS_ID:85175578031","2-s2.0-85175578031","Firm-level carbon risk awareness and Green transformation: A research on the motivation and consequences from government regulation and regional development perspective","Deng W.","International Review of Financial Analysis",NA,"91",NA,"2024-01-01","January 2024","10.1016/j.irfa.2023.103026","Carbon emissions have become a critical social, economic, and environmental sustainability issue in China. Firms also face many challenges in the process of carbon emission issues and green transformation, and it is essential to study carbon risk and green transformation at the enterprise level in depth. So, we used textual analysis to measure firm-level carbon risk awareness and green transformation level by using firms' data from 2011 to 2021 and then tested the positive relationship between carbon risk awareness and green transformation based on OLS regression and fixed-effects regression. In addition, we use quantile regression to demonstrate that increasing carbon risk awareness would lead to increasing green transformation. Besides, enhancing carbon risk awareness in the heavy-polluting industries promotes green transformation to a more obvious extent. After passing some robustness and endogeneity tests, the findings are still significant, and the promotion effect is more significant in SOEs and western regions. We further analyze the moderating effect of government regulation and regional characteristics. The consequences research finds that increased awareness of carbon risk and a green transformation leads to reduced financing constraints and increased growth for firms. The research has important guiding significance for firms to formulate low-carbon strategies and promote green transformation and provides a scientific reference for the government to formulate policies and promote sustainable development.","7","Journal","ar","Article","100","3","3","103026","17385","ZL22064020","0","FALSE",NA,NA,"190",NA,"Carbon risk awareness | Government regulation | Green transformation | Quantile regression | Regional characteristics | Textual analysis",NA,NA,NA,"10575219","S1057521923005422"
"true","https://api.elsevier.com/content/abstract/scopus_id/85174845488","SCOPUS_ID:85174845488","2-s2.0-85174845488","The Effects of Low-Carbon Governance on Energy-Environmental Efficiency: Evidence from China’s Low-Carbon City Pilot Policy","Tang K.","Emerging Markets Finance and Trade","15580938","60","6","2024-01-01","2024","10.1080/1540496X.2023.2267735","Energy-environmental efficiency directly relates to global climate change and sustainable development. The research applies a staggered DiD design to estimate the effects of low-carbon governance on energy-environmental efficiency via panel data of 284 cities in China. Results show that low-carbon governance significantly improves both unified energy-environmental efficiency and pure energy-environmental efficiency. Heterogeneity analysis reveals that low-carbon governance in central cities has no significant effect on energy-environmental efficiency, while that in peripheral cities can improve energy-environmental efficiency, which indirectly confirms the law of decreasing returns to scale. At the same time, low-carbon governance in both resource-based and non-resource-based cities improves energy-environmental efficiency. However, among resource-based cities, low-carbon governance in growth and mature cities facilitates energy-environmental efficiency, while this effect disappears in declining and regeneration cities. Mechanism tests suggest that low-carbon governance immediately improves energy-environmental efficiency through intensive energy use and carbon emission reduction channels. The intermediate effect channels are mainly driven by fiscal decentralization, industrial structure upgrading, industrial agglomeration, innovation, and marketization, where fiscal decentralization plays a dominant role.","1","Journal","ar","Article","100","2","2",NA,"27748","undefined","0","FALSE",NA,NA,"191","1227-1245","Climate policy | EBM | energy-environmental efficiency | low-carbon governance",NA,NA,NA,"1540496X",NA
